id,Primary_Vocation,Acres,Percentage_Field_Crops,Percentage_Vegetable_Crops,Percentage_Tree_and_Vine_Crops,Percentage_Other,County,Alfalfa_Rank,Rice_Rank,Wheat_Rank,Triticale_Rank,Barley_Rank,Oats_Rank,Cotton_Rank,Corn_Rank,Corn_Silage_Rank,Small_Grain_Silage_Rank,Small_Grain_Hay_Rank,Grass_and_Grass_Mixtures_Hay_Rank,Sorghum_Sudangrass_Sudan_Rank,Dry_Beans_Rank,Mixed_Hay_Rank,Sunflower_Rank,Oilseeds_Rank,Sugar_Beets_Rank,Hemp_Rank,Other_Rank,Grass_and_Grass_Mixtures_Pasture_Rank,Wild_Rice_Rank,Concern_Commondity_Price_of_Crops,Concern_Market_Access,Concern_Consumer_Demand,Concern_Input_Costs,Concern_Water_Costs,Concern_Land_Tenure,Concern_Water_Quality_and_Availability,Concern_Labor_Quality_and_Availability,Concern_Water_Regulations_Quantity,Concern_Water_Regulations_Quality,Concern_Labor_Regulations,Concern_Chemical_Regulations,Concern_Air_Quality,Concern_Changing_Weather_and_Climate,Concern_Soil_Degradation,Concern_Other,Alfalfa_Concerns,Cotton_Concerns,Rice_Concerns,Wild_Rice_Concerns,Wheat_Concerns,Triticale_Concerns,Barley_Concerns,Oats_Concerns,Corn_Concerns,Sorghum_Concerns,Corn_Silage_Concerns,Small_Grain_Silage_Concerns,Small_Grain_Hay_Concerns,Grass_and_Grass_Mixtures_Hay_Concerns,Grass_and_Grass_Mixtures_Pasture_Concerns,Sorghum_Sudangrass_Sudan_Concerns,Mixed_Hay_Concerns,Dry_Beans_Concerns,Sunflower_Concerns,Oilseeds_Concerns,Sugar_Beets_Concerns,Hemp_Concerns,Other_Concerns,Alfalfa_Reasons,Cotton_Reasons,Rice_Reasons,Wild_Rice_Reasons,Wheat_Reasons,Triticale_Reasons,Barley_Reasons,Oats_Reasons,Corn_Reasons,Sorghum_Reasons,Corn_Silage_Reasons,Small_Grain_Silage_Reasons,Small_Grain_Hay_Reasons,Grass_and_Grass_Mixtures_Hay_Reasons,Grass_and_Grass_Mixtures_Pasture_Reasons,Sorghum_Sudangrass_Sudan_Reasons,Mixed_Hay_Reasons,Dry_Beans_Reasons,Sunflower_Reasons,Oilseeds_Reasons,Sugar_Beets_Reasons,Hemp_Reasons,Other_Reasons,Affected_Crop_Production_Profitability,Affected_Crop_Production_Crop_Yield,Affected_Crop_Production_Crop_Quality,Affected_Crop_Production_Input_Costs,Affected_Crop_Production_Soil_Fertility,Affected_Crop_Production_Land_Stewardship,Affected_Crop_Production_Natural_Resource_Conservation,Affected_Crop_Production_Meeting_Government_Regulations,Affected_Crop_Production_Labor_Required,Affected_Crop_Production_Ease_of_Implementation,Affected_Crop_Production_Certainty_in_Management_Practice,Affected_Crop_Production_Availability_of_Outreach_Information,Affected_Crop_Production_Water_Availability,Affected_Crop_Production_Other,Information_Sources,UCCE_Engagement_Attend_Field_Day,UCCE_Engagement_Read_Blog,UCCE_Engagement_Call_Advisor,UCCE_Engagement_Read_Newsletter,UCCE_Engagement_Interact_with_Social_Media,Amount_Valued_Continuing_Education_Credits,Amount_Valued_On_Farm_Consultations,Amount_Valued_Crop_Injury_Diagnosis,Amount_Valued_On_Farm_Trials,Priority_Irrigation_Management,Priority_Water_Conservation_and_Storage,Priority_Nutrient_Management,Priority_Salinity_Management,Priority_Soil_Health_Management,Priority_Cover_Crops,Priority_Weed_Control,Priority_Insect_Pest_Control,Priority_Disease_Control,Priority_Manure_Management,Priority_Compost_Management,Priority_Crop_Establishment,Priority_Variety_Testing,Priority_Harvest_and_Postharvest,Priority_Emerging_Crops,Priority_Testing_New_Products,Priority_Niche_Marketing_Field_Crops,Priority_Greenhouse_Gas_Emissions_Reduction,Priority_Organic_Production,Priority_Other,Satisfaction_Irrigation_Management,Satisfaction_Water_Conservation_and_Storage,Satisfaction_Nutrient_Management,Satisfaction_Salinity_Management,Satisfaction_Soil_Health_Management,Satisfaction_Cover_Crops,Satisfaction_Weed_Control,Satisfaction_Insect_Pest_Control,Satisfaction_Disease_Control,Satisfaction_Manure_Management,Satisfaction_Compost_Management,Satisfaction_Crop_Establishment,Satisfaction_Variety_Testing,Satisfaction_Harvest_and_Postharvest,Satisfaction_Emerging_Crops,Satisfaction_Testing_New_Products,Satisfaction_Niche_Marketing_Field_Crops,Satisfaction_Greenhouse_Gas_Emissions_Reduction,Satisfaction_Organic_Production,Satisfaction_Other,UCCE_Information_Types_Requested,UCCE_Information_Preferred_Contact,Internet_Information_Sources,Total_Years_in_Crop_Production,Years_On_Current_Farm,Percentage_Income_Agriculture,Percentage_of_Total_Irrigated_Acres,Percentage_of_Acres_Leased,Percentage_of_Acres_Owned,Proposed_Ideas,Age_Range,Gender,Race_Ethnicity,Gift_Card,Crops
115,Grower,40,42,20,33,5,Butte,,2,,,,3,,,,,,,,,,,,,,,,,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,,,"Irrigation/Water Management,Disease Control,Weed Control,Insect Pest Control,Labor",,,,,"Nutrient Management,Soil Management,Harvest Operations",,Harvest Operations,,,,,,,,,,,,,,,,"Profitability,Capacity for deficit irrigation or fallowing,Suitability for saline/alkaline soils,Other",,,,,"Stable Markets,Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Soil is not suitable for other crops,Supports wildlife habitat,Crop is traditionally grown on my farm",,,,,,,,,,,,,,,,Always,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Always,Often,Sometimes,Often,Often,,"Industry,Other Growers,Environmental Groups,State or County Farm Bureau,Family members",1-2 times/year,3-6 times per year,1-2 times/month,1-2 times/year,3-6 times per year,Somewhat Valuable,Not Valuable,Somewhat Valuable,Somewhat Valuable,Low Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,,Low Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,,"Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Virtual Meetings,Newsletters,Interactive Web Tools","University of California Cooperative Extension websites,UC Blogs",3-9 years,20-29 years,62,50,72,54,Hope to get a more scientific method of planting,35 - 44 years,Male,White or Caucasian,Yes,"Rice, Oats"
116,Grower,3500,100,0,0,0,"Colusa,Glenn",,1,,,,,,,,,,,,,,,,,,,,,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Not  concerned,Not  concerned,Not  concerned,,,Labor,,,,,,,,,,,,,,,,,,,,,,,Suitability for saline/alkaline soils,,,,,,,,,,,,,,,,,,,,,Often,Always,Always,Often,Always,Often,Often,Always,Always,Sometimes,Sometimes,Often,Always,Rarely,"Industry,Other Growers,Pesticide Control Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members",1-2 times/year,1-3 times/week,Never,1-2 times/month,Never,Very Valuable,Very Valuable,Very Valuable,Very Valuable,Medium Priority,High Priority,Medium Priority,Low Priority,Low Priority,No Opinion,Medium Priority,High Priority,High Priority,No Opinion,No Opinion,Medium Priority,High Priority,Medium Priority,No Opinion,High Priority,Medium Priority,Medium Priority,No Opinion,No Opinion,High Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,No Opinion,High Satisfaction,High Satisfaction,High Satisfaction,No Opinion,No Opinion,High Satisfaction,High Satisfaction,High Satisfaction,No Opinion,High Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,,"Decision Support Tools,Field Trial Results,Regulatory updates","Newsletters,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings)",I don't look for field crop production information on the internet,20-29 years,3-9 years,100,100,24,75,Developing new herbicides or working with chemical companies to develop new MOAs,35 - 44 years,Male,White or Caucasian,No,Rice
117,Grower,1300,60,40,0,0,Colusa,,1,2,,,,,,,,,,,,,3,,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Not  concerned,Very concerned,,,,"Irrigation/Water Management,Disease Control,Weed Control,Insect Pest Control,Soil Management,Labor",,"Irrigation/Water Management,Nutrient Management",,,,,,,,,,,,,,"Insect Pest Control,Harvest Operations,Labor",,,,,,,"Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Soil is not suitable for other crops,Suitability for saline/alkaline soils,Supports wildlife habitat,Crop is traditionally grown on my farm",,"Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Supports wildlife habitat,Crop is traditionally grown on my farm",,,,,,,,,,,,,,"Stable Markets,Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,Always,Often,Often,Often,Always,Always,Often,Never,Always,Always,Often,Rarely,Always,,"Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",1-2 times/year,1-2 times/month,1-2 times/year,1-2 times/month,1-3 times/week,Very Valuable,Somewhat Valuable,Very Valuable,Somewhat Valuable,Low Priority,Low Priority,Medium Priority,Low Priority,Medium Priority,High Priority,High Priority,Medium Priority,High Priority,Low Priority,Low Priority,Low Priority,High Priority,Low Priority,High Priority,High Priority,High Priority,Low Priority,Medium Priority,,No Opinion,No Opinion,Medium Satisfaction,No Opinion,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,No Opinion,No Opinion,No Opinion,Medium Satisfaction,No Opinion,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,No Opinion,,"Decision Support Tools,Recommendations on how to manage,Farm Economics,Field Trial Results,Regulatory updates","Blogs,Webinars,Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Books/manuals,Social Media,Fact Sheets","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites,Instagram,Twitter,Vendor Websites",3-9 years,3-9 years,100,85,100,0,"New weeding technologies. Robotics, zappers,",26- 34 years,Male,White or Caucasian,Yes,"Rice, Wheat, Sunflower"
118,Grower,55,100,0,0,0,Yolo,1,,,,,,,,,,2,3,,,,,,,,,,,Very concerned,Very concerned,Very concerned,Somewhat concerned,Not  concerned,Not  concerned,Very concerned,Not  concerned,Very concerned,Very concerned,Not  concerned,Not  concerned,Very concerned,Not  concerned,Not  concerned,,"Irrigation/Water Management,Weed Control",,,,,,,,,,,,"Nutrient Management,Weed Control","Nutrient Management,Weed Control",,,,,,,,,,"Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,,,,,"Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Supports wildlife habitat","Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Supports wildlife habitat",,,,,,,,,,Always,Often,Often,Always,Sometimes,Rarely,Sometimes,Always,Rarely,Rarely,Sometimes,Often,Rarely,,"Industry,UC Cooperative Extension,Resource Conservation Districts,Water Quality Coalition,NRCS",1-2 times/year,1-2 times/year,Never,3-6 times per year,Never,Not Valuable,Not Valuable,,Very Valuable,High Priority,Low Priority,Medium Priority,High Priority,,High Priority,High Priority,High Priority,High Priority,No Opinion,Low Priority,Low Priority,High Priority,Low Priority,High Priority,High Priority,High Priority,Low Priority,High Priority,,High Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,Low Satisfaction,No Opinion,No Opinion,No Opinion,High Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,Medium Satisfaction,,"Decision Support Tools,Cost of Production Information,Field Trial Results,Regulatory updates,Other (please specify):","Newsletters,In-person meetings (Field Days, Grower Meetings)",,30+ years,10-19 years,46,100,,100,,55 - 64 years,Male,"Other (please specify),Prefer not to say",Yes,"Alfalfa, Small Grain Hay, Grass and Grass Mixtures Hay"
119,Grower,1300,100,0,0,0,Sacramento,,,,,,,,,,,1,,,,,,,,,3,2,,Very concerned,Very concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Very concerned,Not  concerned,,,,,,,,,,,,,,Weed Control,,"Nutrient Management,Soil Management",,,,,,,,"Weed Control,Insect Pest Control",,,,,,,,,,,,,"Profitability,Stable Markets,Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,"Stable Markets,Crop Rotation Benefits,Capacity for deficit irrigation or fallowing",,,,,,,,"Profitability,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm",Often,,Often,,Often,Sometimes,Sometimes,Never,Often,Always,Often,Never,Always,,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members",1-2 times/year,1-2 times/year,1-2 times/year,3-6 times per year,Never,Not Valuable,Somewhat Valuable,,Somewhat Valuable,High Priority,Medium Priority,High Priority,Low Priority,High Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,Medium Priority,Low Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,,Low Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,Medium Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Medium Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,,"Decision Support Tools,Recommendations on how to manage,Farm Economics","Webinars,Virtual Meetings,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Books/manuals,Interactive Web Tools",University of California Cooperative Extension websites,30+ years,10-19 years,100,100,0,,,45 - 54 years,Female,White or Caucasian,Yes,"Small Grain Hay, Other, Grass and Grass Mixtures Pasture"
120,Grower,150,57,28,15,0,Calaveras,,1,3,,,,,,,,,,,,,,,,,,,2,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,,,,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor,Other:",,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor,Other:",,,,,,,,,,,,,,,,,,,,,"Profitability,Stable Markets",,"Profitability,Stable Markets,Crop Rotation Benefits",,,,,,,,,,,,,,,,,,,Sometimes,Often,Often,Often,Often,Always,Sometimes,Often,Always,Always,Often,Often,Often,,"Industry,Commodity Boards,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension",3-6 times per year,3-6 times per year,1-2 times/month,1-2 times/year,3-6 times per year,Very Valuable,Very Valuable,Very Valuable,Very Valuable,High Priority,Medium Priority,High Priority,High Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information","Internet (websites),Blogs,Webinars,Radio/Podcast,Social Media,Fact Sheets","University of California Cooperative Extension websites,UC Blogs,Facebook,Twitter",10-19 years,10-19 years,73,56,52,65,,45 - 54 years,Male,White or Caucasian,Yes,"Rice, Wheat, Wild Rice"
121,Grower,130,61,18,21,0,El Dorado,,1,2,,,,,3,,,,,,,,,,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,,,,"Irrigation/Water Management,Disease Control,Insect Pest Control,Soil Management,Harvest Operations,Labor,Other:",,"Nutrient Management,Weed Control,Insect Pest Control",,,,,,,,,,,,,,,,,,,,,"Profitability,Stable Markets,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Soil is not suitable for other crops,Suitability for saline/alkaline soils,Supports wildlife habitat,Crop is traditionally grown on my farm,Other",,Crop Rotation Benefits,,,,,,,,,,,,,,,,,,,Often,Always,Often,Always,Always,Always,Often,Often,Always,Always,Always,Often,Always,,"Industry,Commodity Boards",3-6 times per year,3-6 times per year,1-2 times/year,1-2 times/year,1-2 times/year,Very Valuable,Very Valuable,Very Valuable,Somewhat Valuable,High Priority,Medium Priority,Medium Priority,Medium Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics","Blogs,Webinars,Virtual Meetings,Newsletters","University of California Cooperative Extension websites,UC Blogs,Facebook,Twitter",10-19 years,10-19 years,78,79,63,63,,45 - 54 years,Male,Black or African American,Yes,"Rice, Wheat, Corn"
122,Grower,4,41,34,25,0,"Alameda,Amador,Contra Costa,Riverside",1,,,,,,,,,,,,,,,,,,,,,2,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,,"Irrigation/Water Management,Harvest Operations",,,Disease Control,,,,,,"Nutrient Management,Insect Pest Control",,,,,,,,,,,,,,"Stable Markets,Supports wildlife habitat",,,"I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm",,,,,,"Profitability,Capacity for deficit irrigation or fallowing,Supports wildlife habitat",,,,,,,,,,,,,,Often,Often,Often,Always,Always,Often,Often,Often,Often,Often,Always,Always,Often,,"Commodity Boards,Certified Crop Advisor,NRCS",1-2 times/year,3-6 times per year,3-6 times per year,1-2 times/month,3-6 times per year,Somewhat Valuable,Not Valuable,Very Valuable,Somewhat Valuable,High Priority,High Priority,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,Medium Priority,Low Priority,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,,"Decision Support Tools,Farm Economics,Field Trial Results","Internet (websites),Social Media,Fact Sheets","University of California Cooperative Extension websites,UC Blogs",10-19 years,10-19 years,42,54,63,73,,45 - 54 years,Male,White or Caucasian,Yes,"Alfalfa, Wild Rice"
123,Grower,,58,42,0,0,Alameda,,1,2,,,,,3,,,,,,,,,,,,,,,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,,,"Irrigation/Water Management,Insect Pest Control,Soil Management",,"Nutrient Management,Weed Control,Insect Pest Control,Harvest Operations,Labor",,,,"Disease Control,Other:",,,,,,,,,,,,,,,,,"Profitability,Supports wildlife habitat,Crop is traditionally grown on my farm",,"Stable Markets,Crop Rotation Benefits,Soil is not suitable for other crops,Suitability for saline/alkaline soils,Crop is traditionally grown on my farm,Other",,,,"Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,,,,,,,,Always,Often,Sometimes,Rarely,Rarely,Sometimes,Often,Often,Always,Often,Always,Often,Sometimes,Sometimes,Industry,1-2 times/year,3-6 times per year,1-2 times/month,3-6 times per year,1-2 times/month,Very Valuable,Somewhat Valuable,Somewhat Valuable,Very Valuable,High Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,No Opinion,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Decision Support Tools,Internet (websites),UC Blogs,3-9 years,3-9 years,64,46,54,70,no,45 - 54 years,Male,White or Caucasian,Yes,"Rice, Wheat, Corn"
124,Grower,1000,5,0,95,0,San Joaquin,,,,,1,,,,,,,,,2,,,,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,,,,,,,,"Weed Control,Harvest Operations",,,,,,,,,,,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control,Harvest Operations,Labor",,,,,,,,,,,,"Crop Rotation Benefits,Capacity for deficit irrigation or fallowing",,,,,,,,,,,Crop Rotation Benefits,,,,,,Always,Always,Always,Always,Often,Always,Always,Often,Often,Often,Always,Always,Always,,"Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members",1-2 times/month,1-2 times/month,1-2 times/month,1-2 times/month,1-2 times/month,Somewhat Valuable,Very Valuable,Very Valuable,Very Valuable,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,High Priority,Low Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings)",University of California Cooperative Extension websites,30+ years,30+ years,100,100,51,49,,65 - 74 years,Male,White or Caucasian,No,"Barley, Dry Beans"
